wx_count,mprotect_sum,ptrace_sum,syscall_rate,blocked_ratio,uid_is_root,event_burst_ratio,unique_event_diversity,label
0,2,0,5.78,0.014,0,1.34,0.148,0
9,5,2,443.65,0.25,0,4.62,0.938,1
0,0,0,26.38,0.048,0,0.8,0.282,0
1,7,1,252.48,0.162,1,9.19,0.958,1
0,2,0,22.29,0.003,0,1.12,0.158,0
1,1,0,14.18,0.002,0,0.74,0.287,0
9,5,2,228.47,0.446,1,4.78,0.59,1
8,3,1,497.73,0.474,0,7.14,0.741,1
0,1,0,39.59,0.034,0,1.47,0.275,0
4,5,3,290.22,0.818,0,5.03,0.66,1
0,0,0,30.17,0.023,0,1.12,0.394,0
5,7,1,244.69,0.349,1,4.63,0.967,1
3,5,3,400.3,0.784,1,6.75,0.942,1
0,2,0,14.61,0.014,0,0.17,0.204,0
10,8,0,327.9,0.235,1,3.46,0.722,1
6,4,1,253.54,0.231,0,4.83,0.625,1
5,3,0,200.81,0.147,0,2.87,0.643,1
0,0,0,10.69,0.018,0,0.13,0.238,0
5,2,0,377.51,0.134,0,6.4,0.834,1
0,1,0,5.37,0.002,0,0.35,0.17,0
0,1,0,28.38,0.037,0,0.2,0.304,0
0,2,0,25.2,0.009,0,1.5,0.317,0
1,5,0,358.99,0.218,1,9.76,0.807,1
4,4,3,332.44,0.501,1,6.92,0.623,1
5,3,0,178.65,0.529,0,2.09,0.775,1
1,2,0,14.02,0.004,0,0.26,0.161,0
7,3,1,303.07,0.696,1,6.02,0.787,1
2,8,2,98.46,0.313,1,3.97,0.852,1
3,3,3,253.68,0.395,1,4.49,0.568,1
2,8,1,399.35,0.339,1,9.43,0.6,1
0,0,0,35.48,0.037,0,0.43,0.152,0
3,3,2,494.77,0.667,0,3.5,0.755,1
0,1,0,13.58,0.035,0,0.53,0.316,0
0,1,0,7.28,0.013,0,0.93,0.164,0
0,1,0,39.34,0.013,0,0.54,0.115,0
4,8,2,267.5,0.322,0,6.58,0.85,1
4,6,3,365.58,0.742,1,5.22,0.769,1
0,0,0,22.84,0.002,0,1.05,0.169,0
2,7,1,409.11,0.695,1,8.61,0.853,1
2,7,1,85.63,0.415,1,4.41,0.943,1
0,2,0,32.62,0.027,0,1.27,0.393,0
0,2,0,34.02,0.023,0,1.0,0.166,0
2,5,2,422.61,0.219,0,5.7,0.83,1
8,2,2,62.16,0.183,1,8.29,0.762,1
0,1,0,12.14,0.006,0,0.85,0.217,0
0,0,0,38.34,0.047,0,0.55,0.292,0
0,2,0,33.83,0.03,0,0.77,0.333,0
3,4,1,365.17,0.648,1,9.25,0.959,1
0,0,0,36.96,0.048,0,1.25,0.27,0
0,1,0,36.05,0.041,0,0.23,0.156,0
0,1,0,11.36,0.022,0,0.67,0.392,0
0,0,0,28.54,0.005,0,0.69,0.35,0
0,1,0,29.35,0.041,0,0.98,0.238,0
0,0,0,7.17,0.006,0,0.83,0.126,0
0,1,0,37.7,0.028,0,0.33,0.303,0
0,0,0,29.74,0.046,0,0.64,0.267,0
0,2,0,11.21,0.037,0,0.6,0.114,0
10,4,2,227.29,0.503,0,4.43,0.787,1
0,0,0,24.49,0.032,0,0.37,0.209,0
0,0,0,9.21,0.044,0,0.28,0.36,0
4,8,1,274.28,0.608,1,5.15,0.807,1
0,2,0,19.78,0.02,0,0.84,0.271,0
0,0,0,31.27,0.005,0,0.73,0.232,0
0,1,0,14.09,0.041,0,0.9,0.113,0
0,1,0,8.3,0.044,0,0.5,0.16,0
9,4,2,334.83,0.438,0,7.29,0.866,1
5,2,1,437.9,0.516,1,8.03,0.852,1
0,0,0,2.09,0.016,0,0.45,0.151,0
0,2,0,22.08,0.045,0,0.46,0.343,0
1,2,3,201.49,0.715,0,5.48,0.982,1
0,1,0,15.86,0.004,0,0.81,0.128,0
0,2,0,11.45,0.024,0,0.67,0.124,0
10,3,2,111.65,0.53,1,3.29,0.516,1
0,1,0,19.89,0.025,0,1.09,0.351,0
0,0,0,17.71,0.04,0,1.35,0.1,0
0,1,0,3.21,0.001,0,1.43,0.239,0
0,0,0,15.83,0.017,0,0.17,0.25,0
0,2,0,28.08,0.037,0,0.41,0.227,0
0,1,0,31.46,0.048,0,0.39,0.18,0
8,8,0,205.48,0.206,1,5.79,0.818,1
0,2,0,9.41,0.045,0,1.32,0.246,0
6,3,0,278.74,0.233,1,5.14,0.752,1
0,1,0,16.68,0.025,1,0.74,0.328,0
0,0,0,8.56,0.04,0,0.9,0.206,0
7,6,1,212.42,0.471,1,7.97,0.986,1
2,5,3,363.88,0.616,1,7.64,0.854,1
8,8,0,188.43,0.545,0,5.08,0.819,1
0,2,0,2.63,0.024,0,1.29,0.18,0
4,6,3,246.04,0.375,1,4.16,0.893,1
0,0,0,17.33,0.028,0,0.38,0.243,0
2,8,1,205.14,0.332,0,3.62,0.993,1
4,8,1,276.91,0.769,1,3.86,0.835,1
0,1,0,11.11,0.046,0,0.35,0.285,0
0,0,0,28.93,0.046,0,0.21,0.384,0
8,5,0,170.53,0.495,0,5.09,0.584,1
3,4,2,262.98,0.27,0,7.41,0.902,1
0,2,0,15.95,0.048,0,0.63,0.36,0
0,2,0,36.54,0.025,0,0.14,0.152,0
0,2,0,33.66,0.0,0,0.57,0.252,0
0,2,0,2.66,0.01,0,1.21,0.191,0
0,2,0,17.65,0.046,0,1.48,0.161,0
0,2,0,8.06,0.013,0,0.64,0.291,0
0,1,0,9.63,0.041,0,0.76,0.261,0
0,2,0,6.32,0.003,1,1.49,0.344,0
8,7,1,265.19,0.485,0,9.55,0.664,1
4,3,2,265.07,0.771,1,8.52,0.956,1
3,2,1,173.34,0.77,1,2.16,0.826,1
0,0,0,6.81,0.019,0,1.48,0.152,0
8,5,2,190.7,0.724,1,8.56,0.955,1
6,8,3,329.16,0.105,1,5.03,0.637,1
6,7,1,464.82,0.307,1,9.54,0.999,1
0,1,0,17.71,0.004,0,1.36,0.329,0
1,7,3,364.35,0.598,1,7.71,0.725,1
1,1,0,15.58,0.028,0,0.56,0.184,0
1,7,0,322.72,0.168,1,6.58,0.55,1
3,6,1,317.23,0.256,1,5.56,0.755,1
0,0,0,31.11,0.013,0,0.56,0.19,0
7,5,1,271.82,0.492,1,5.8,0.736,1
10,7,2,210.94,0.883,1,3.08,0.923,1
0,2,0,29.88,0.038,0,0.22,0.172,0
0,0,0,21.72,0.041,1,1.39,0.172,0
10,6,3,334.82,0.475,1,4.56,0.798,1
0,1,0,20.43,0.021,0,0.42,0.295,0
8,2,2,279.68,0.125,0,7.56,0.686,1
0,2,0,29.43,0.015,0,1.19,0.276,0
10,8,0,478.91,0.339,0,5.36,0.562,1
5,4,1,197.93,0.428,1,5.33,0.803,1
2,6,1,429.29,0.511,1,5.54,0.587,1
0,2,0,28.2,0.022,0,0.38,0.302,0
0,2,0,1.14,0.014,0,0.76,0.162,0
4,3,3,107.22,0.362,1,4.54,0.569,1
0,0,0,11.37,0.031,0,0.41,0.327,0
5,4,3,222.87,0.729,0,6.14,0.754,1
1,3,2,64.7,0.493,1,3.61,0.928,1
7,4,1,123.27,0.176,1,9.99,0.934,1
6,3,3,52.78,0.285,1,4.77,0.633,1
0,1,0,37.51,0.024,0,0.22,0.207,0
0,2,0,2.86,0.036,0,0.45,0.387,0
2,2,3,165.43,0.681,0,4.5,0.738,1
0,0,0,9.09,0.006,0,0.16,0.141,0
3,5,0,114.61,0.836,0,2.63,0.755,1
9,5,0,323.05,0.778,1,6.85,0.949,1
0,0,0,8.4,0.002,0,0.45,0.167,0
9,8,0,336.74,0.387,1,5.84,0.859,1
0,1,0,20.89,0.05,0,1.3,0.194,0
0,1,0,37.8,0.004,0,0.8,0.374,0
10,7,1,360.14,0.785,1,6.5,0.999,1
0,0,0,33.26,0.009,0,0.92,0.386,0
0,0,0,7.27,0.011,0,0.9,0.104,0
0,0,0,3.92,0.017,0,1.36,0.262,0
7,4,1,93.38,0.41,0,3.43,0.804,1
9,5,2,238.09,0.655,0,5.49,0.723,1
10,4,2,218.8,0.794,0,5.92,0.711,1
10,3,0,393.0,0.189,1,9.97,0.986,1
8,7,2,320.04,0.226,0,3.0,0.527,1
0,2,0,24.01,0.028,0,0.55,0.372,0
1,8,3,168.53,0.601,1,3.61,0.854,1
5,3,0,308.02,0.608,0,7.77,0.904,1
4,5,0,436.48,0.654,1,6.45,0.543,1
0,2,0,34.0,0.034,0,0.88,0.362,0
3,3,2,119.04,0.27,1,7.27,0.567,1
0,2,0,38.56,0.025,0,1.48,0.182,0
0,1,0,8.03,0.019,0,0.78,0.221,0
0,1,0,3.18,0.024,0,0.87,0.351,0
0,1,0,9.89,0.011,0,1.13,0.276,0
0,2,0,11.45,0.001,0,0.46,0.324,0
2,5,2,159.78,0.807,1,6.9,0.577,1
4,4,3,113.37,0.207,1,4.85,0.819,1
0,0,0,11.15,0.047,0,1.13,0.263,0
0,0,0,36.5,0.002,0,0.73,0.394,0
6,8,0,61.74,0.52,1,8.91,0.797,1
9,2,0,468.52,0.345,0,8.37,0.693,1
2,2,3,94.91,0.495,0,2.66,0.725,1
0,0,0,33.47,0.023,1,0.35,0.115,0
4,7,0,404.24,0.653,1,6.51,0.545,1
9,8,2,481.53,0.575,0,2.4,0.714,1
0,1,0,4.18,0.048,0,1.16,0.221,0
4,5,1,361.45,0.262,0,3.62,0.603,1
4,8,1,94.55,0.853,1,7.85,0.939,1
4,3,1,74.59,0.414,1,9.88,0.624,1
0,2,0,28.25,0.011,0,1.34,0.179,0
4,5,2,107.78,0.557,1,5.84,0.928,1
0,0,0,31.13,0.02,0,0.71,0.34,0
0,1,0,6.59,0.013,0,1.24,0.221,0
0,0,0,5.86,0.041,0,0.41,0.177,0
2,6,3,408.5,0.207,1,4.08,0.785,1
0,1,0,1.93,0.029,0,0.6,0.176,0
0,1,0,2.27,0.04,0,1.3,0.38,0
0,1,0,27.99,0.015,0,0.52,0.151,0
3,7,1,235.18,0.465,1,7.9,0.546,1
0,1,0,27.26,0.002,0,1.43,0.353,0
7,8,0,81.76,0.75,0,2.93,0.964,1
9,6,1,323.56,0.555,0,4.45,0.972,1
0,0,0,25.17,0.025,0,0.8,0.101,0
6,2,2,125.54,0.671,0,8.54,0.51,1
8,2,3,460.49,0.421,0,9.29,0.879,1
9,3,1,492.74,0.812,0,7.78,0.556,1
10,5,2,340.71,0.167,1,6.41,0.536,1
0,2,0,23.28,0.031,0,0.85,0.237,0
1,1,0,36.6,0.01,0,0.71,0.388,0
0,0,0,35.97,0.008,0,1.43,0.267,0
1,1,0,27.85,0.029,0,0.23,0.247,0
3,7,0,425.08,0.511,0,9.83,0.874,1
0,0,0,33.45,0.041,0,1.31,0.379,0
7,8,0,214.2,0.455,1,5.52,0.971,1
0,1,0,25.43,0.003,0,1.05,0.132,0
0,1,0,10.3,0.036,0,1.0,0.315,0
4,6,2,169.62,0.559,0,6.43,0.861,1
0,2,0,17.24,0.036,0,0.95,0.145,0
1,5,2,238.75,0.812,1,3.83,0.605,1
10,2,2,174.03,0.624,0,7.65,0.859,1
0,0,0,8.56,0.034,0,1.18,0.162,0
0,1,0,15.12,0.004,0,0.73,0.155,0
2,3,0,100.21,0.889,1,2.64,0.727,1
0,2,0,22.3,0.011,0,0.56,0.223,0
0,1,0,39.75,0.008,0,0.88,0.167,0
0,0,0,37.75,0.017,0,0.91,0.226,0
6,8,0,221.14,0.317,0,2.79,0.947,1
0,0,0,1.76,0.041,0,0.35,0.248,0
0,0,0,26.58,0.041,0,0.46,0.249,0
0,0,0,29.16,0.001,0,0.85,0.242,0
8,5,0,370.49,0.287,1,4.08,0.969,1
10,2,0,89.46,0.701,1,6.04,0.878,1
0,1,0,14.71,0.013,0,1.46,0.314,0
0,0,0,7.74,0.013,0,0.77,0.199,0
0,2,0,28.33,0.021,1,0.51,0.296,0
0,2,0,14.34,0.024,0,0.87,0.36,0
8,2,3,227.97,0.441,0,7.98,0.714,1
0,2,0,30.98,0.037,0,1.04,0.194,0
0,1,0,6.91,0.001,0,0.91,0.156,0
0,1,0,23.11,0.007,0,1.32,0.331,0
0,0,0,38.92,0.05,0,0.27,0.108,0
10,4,3,414.58,0.711,1,6.84,0.98,1
6,8,1,211.11,0.884,1,7.4,0.965,1
6,5,3,449.19,0.163,1,2.32,0.807,1
0,1,0,32.11,0.001,0,1.33,0.163,0
0,2,0,36.33,0.007,1,1.03,0.129,0
0,1,0,19.02,0.012,0,1.36,0.161,0
3,6,1,394.76,0.133,1,5.89,0.56,1
0,1,0,31.18,0.018,0,0.39,0.214,0
0,0,0,24.54,0.032,0,1.32,0.242,0
8,3,0,385.66,0.873,1,6.27,0.851,1
3,3,1,303.79,0.436,0,2.55,0.839,1
0,2,0,14.25,0.012,0,0.66,0.121,0
1,3,1,296.69,0.888,0,9.31,0.653,1
4,7,0,71.39,0.189,0,5.44,0.799,1
7,4,2,217.48,0.332,1,2.12,0.747,1
8,4,0,123.62,0.863,0,4.99,0.576,1
0,1,0,31.77,0.05,1,1.45,0.218,0
0,1,0,33.98,0.013,0,0.7,0.17,0
1,4,0,220.52,0.213,0,5.02,0.626,1
5,7,1,357.83,0.344,0,8.52,0.53,1
3,3,2,88.82,0.141,1,8.1,0.754,1
0,0,0,20.08,0.041,1,0.71,0.322,0
0,2,0,13.0,0.039,0,0.54,0.371,0
10,3,1,176.97,0.15,1,5.73,0.749,1
1,0,0,19.75,0.047,0,0.5,0.125,0
5,7,0,86.55,0.751,1,7.74,0.534,1
0,1,0,2.07,0.032,0,0.49,0.285,0
8,8,3,138.18,0.317,1,5.39,0.942,1
2,4,3,229.97,0.181,0,2.07,0.632,1
0,2,0,25.29,0.002,1,0.14,0.303,0
4,3,0,339.56,0.523,1,8.99,0.847,1
0,2,0,31.22,0.024,0,0.73,0.365,0
2,4,2,147.54,0.616,0,6.26,0.71,1
1,2,0,25.96,0.023,0,1.33,0.162,0
3,8,1,354.96,0.526,0,4.28,0.873,1
0,2,0,31.58,0.031,0,1.33,0.146,0
0,2,0,35.85,0.03,0,0.32,0.326,0
0,1,0,35.8,0.021,0,1.43,0.372,0
0,1,0,31.11,0.022,0,1.49,0.278,0
4,5,0,65.87,0.429,0,8.2,0.62,1
2,6,1,260.12,0.318,0,2.71,0.647,1
0,0,0,12.93,0.029,0,1.23,0.287,0
1,1,0,26.67,0.016,0,0.4,0.185,0
4,6,3,109.06,0.369,1,2.61,0.799,1
0,0,0,18.87,0.043,0,0.87,0.258,0
0,1,0,27.74,0.015,0,0.83,0.173,0
0,2,0,26.67,0.034,0,0.27,0.351,0
0,1,0,25.3,0.017,0,0.79,0.154,0
5,3,2,259.44,0.494,1,3.24,0.529,1
3,4,0,233.39,0.82,0,7.88,0.607,1
0,0,0,18.12,0.031,0,0.86,0.236,0
4,5,2,61.0,0.27,1,7.33,0.923,1
1,3,3,349.89,0.256,0,9.65,0.847,1
1,2,0,10.67,0.047,0,0.9,0.356,0
0,2,0,15.38,0.012,0,1.16,0.165,0
0,0,0,6.02,0.009,0,1.14,0.15,0
7,6,2,118.58,0.643,1,4.02,0.713,1
10,8,1,490.9,0.494,1,8.82,0.935,1
6,6,3,164.49,0.683,1,2.43,0.811,1
4,3,0,466.92,0.274,0,6.7,0.932,1
5,8,2,182.48,0.251,1,5.54,0.816,1
0,2,0,28.16,0.045,0,0.23,0.303,0
1,8,1,404.65,0.111,0,3.82,0.729,1
7,4,3,290.86,0.141,0,5.79,0.748,1
0,1,0,9.1,0.014,0,0.71,0.394,0
6,5,2,167.01,0.154,1,8.19,0.761,1
0,0,0,38.93,0.038,0,0.75,0.345,0
6,6,1,275.03,0.419,0,3.27,0.657,1
7,6,2,341.19,0.363,1,4.26,1.0,1
0,1,0,36.58,0.032,0,0.55,0.374,0
0,1,0,16.71,0.026,0,0.64,0.163,0
0,0,0,31.61,0.019,0,0.38,0.249,0
0,1,0,26.06,0.029,0,0.91,0.284,0
0,1,0,17.39,0.028,0,0.84,0.17,0
0,0,0,1.39,0.045,0,0.69,0.288,0
7,7,0,422.84,0.526,1,6.6,0.959,1
3,7,2,452.31,0.203,1,4.9,0.546,1
5,7,2,366.73,0.841,0,2.64,0.948,1
4,4,3,317.96,0.634,1,8.8,0.733,1
1,3,1,59.3,0.286,1,3.29,0.961,1
7,3,2,163.86,0.874,1,3.8,0.933,1
0,0,0,9.91,0.045,0,0.59,0.157,0
1,3,1,66.58,0.597,0,3.78,0.529,1
3,2,3,114.89,0.509,0,6.0,0.755,1
0,2,0,27.09,0.028,0,1.34,0.104,0
10,8,3,444.77,0.823,1,7.02,0.944,1
7,5,1,454.57,0.543,0,5.31,0.895,1
0,1,0,20.84,0.002,0,0.89,0.15,0
0,2,0,23.92,0.018,0,1.07,0.288,0
2,3,3,112.99,0.204,1,8.2,0.576,1
0,1,0,37.09,0.012,0,1.01,0.241,0
0,2,0,38.79,0.043,0,1.06,0.288,0
10,4,1,237.95,0.347,1,4.1,0.833,1
9,8,0,466.05,0.562,1,6.72,0.703,1
0,2,0,8.8,0.002,0,0.94,0.221,0
8,7,1,295.6,0.455,0,7.31,0.944,1
0,0,0,20.46,0.002,0,1.43,0.294,0
2,2,3,479.05,0.593,0,8.0,0.869,1
10,8,0,435.6,0.713,1,6.9,0.547,1
9,4,1,154.72,0.251,1,6.89,0.958,1
0,1,0,2.66,0.01,0,0.51,0.399,0
0,0,0,29.47,0.015,0,1.14,0.329,0
0,1,0,35.17,0.012,0,1.03,0.359,0
3,6,3,204.8,0.264,0,8.78,0.981,1
0,0,0,18.57,0.015,0,1.4,0.209,0
0,1,0,25.02,0.043,0,1.43,0.174,0
9,6,0,377.47,0.852,0,4.6,0.655,1
0,2,0,8.56,0.01,0,0.18,0.302,0
0,2,0,38.59,0.026,0,1.45,0.167,0
9,6,2,259.23,0.365,1,8.46,0.826,1
1,7,2,316.62,0.292,0,2.61,0.989,1
0,2,0,25.32,0.002,0,0.4,0.234,0
0,1,0,39.08,0.034,0,1.11,0.324,0
4,5,2,292.18,0.479,0,3.47,0.618,1
8,6,2,445.43,0.499,1,8.32,0.682,1
10,3,2,376.02,0.513,1,3.27,0.754,1
5,8,0,130.97,0.512,0,9.99,0.973,1
0,0,0,30.0,0.036,0,0.75,0.256,0
0,0,0,12.04,0.006,0,0.92,0.193,0
0,2,0,31.73,0.039,0,0.51,0.348,0
4,7,3,242.73,0.23,0,4.33,0.674,1
3,8,3,330.15,0.147,1,6.32,0.592,1
0,0,0,27.98,0.023,1,0.42,0.14,0
1,2,0,405.22,0.435,1,7.63,0.818,1
0,1,0,34.03,0.015,0,0.14,0.252,0
0,0,0,18.39,0.043,0,0.85,0.146,0
0,2,0,37.34,0.038,0,0.75,0.336,0
0,1,0,39.01,0.042,0,1.34,0.156,0
0,1,0,3.4,0.012,0,0.87,0.133,0
5,5,2,296.48,0.579,1,7.55,0.727,1
4,4,3,50.57,0.78,0,2.74,0.849,1
0,0,0,12.76,0.02,0,0.98,0.102,0
0,0,0,22.88,0.031,0,1.11,0.198,0
0,0,0,11.46,0.04,1,0.2,0.178,0
4,2,2,191.71,0.587,1,5.86,0.725,1
0,0,0,36.84,0.034,0,0.84,0.294,0
0,2,0,33.11,0.046,0,0.24,0.353,0
4,8,3,100.3,0.671,1,8.29,0.929,1
7,5,2,453.93,0.113,1,4.21,0.839,1
2,6,0,187.47,0.556,0,2.19,0.55,1
0,0,0,20.69,0.045,0,0.38,0.352,0
5,3,0,233.69,0.167,1,3.08,0.778,1
0,2,0,14.55,0.028,1,0.35,0.157,0
2,7,3,464.02,0.556,0,6.53,0.768,1
0,2,0,31.12,0.005,1,1.11,0.249,0
0,0,0,36.12,0.029,0,0.12,0.272,0
0,1,0,9.41,0.003,0,1.39,0.35,0
7,8,1,131.9,0.422,0,6.9,0.998,1
0,0,0,33.53,0.023,0,1.19,0.386,0
0,1,0,7.1,0.021,0,0.55,0.334,0
0,0,0,2.8,0.04,0,0.88,0.364,0
2,2,3,178.71,0.733,0,8.65,0.993,1
5,2,1,268.25,0.549,1,9.76,0.851,1
3,8,1,396.98,0.332,1,4.46,0.851,1
5,8,0,484.83,0.644,1,9.47,0.946,1
5,4,0,405.97,0.572,1,5.56,0.727,1
0,2,0,30.49,0.004,0,1.05,0.227,0
0,1,0,35.21,0.02,0,0.32,0.274,0
0,2,0,32.65,0.007,0,1.26,0.255,0
7,3,1,70.16,0.537,0,9.19,0.703,1
2,7,2,171.0,0.167,0,6.38,0.617,1
4,2,1,297.02,0.51,0,4.74,0.538,1
0,1,0,25.16,0.033,0,0.97,0.258,0
7,6,2,154.24,0.155,0,7.6,0.914,1
0,0,0,36.7,0.037,0,0.66,0.17,0
0,0,0,34.53,0.036,0,1.11,0.149,0
0,0,0,9.16,0.028,0,0.85,0.159,0
1,8,3,103.32,0.655,0,7.67,0.878,1
0,1,0,25.39,0.049,0,1.22,0.318,0
9,7,2,458.68,0.143,0,8.43,0.527,1
0,2,0,5.36,0.035,0,0.34,0.171,0
0,1,0,31.28,0.015,0,0.56,0.302,0
3,5,1,51.64,0.557,1,10.0,0.577,1
2,7,0,448.5,0.156,0,5.77,0.673,1
0,0,0,39.93,0.045,0,1.18,0.158,0
0,0,0,30.47,0.023,0,1.47,0.373,0
0,1,0,29.37,0.009,0,0.71,0.389,0
1,8,3,398.09,0.188,1,9.7,0.521,1
0,0,0,8.46,0.038,0,0.66,0.27,0
7,8,0,421.81,0.143,0,3.0,0.601,1
0,0,0,7.26,0.007,0,0.5,0.389,0
4,6,1,343.26,0.594,1,6.44,0.964,1
9,2,2,200.02,0.864,1,7.16,0.877,1
0,2,0,4.59,0.021,0,0.5,0.169,0
2,5,0,260.27,0.65,1,7.78,0.536,1
0,0,0,26.7,0.006,0,0.65,0.197,0
1,5,3,423.38,0.507,1,6.32,0.768,1
0,0,0,5.92,0.012,0,1.13,0.383,0
0,0,0,10.68,0.001,1,0.43,0.291,0
4,3,2,377.81,0.708,1,5.12,0.739,1
0,0,0,28.51,0.012,1,1.27,0.356,0
2,4,3,96.75,0.34,1,7.1,0.713,1
0,1,0,19.2,0.046,0,1.04,0.375,0
8,6,3,175.16,0.401,0,4.27,0.795,1
0,1,0,32.69,0.009,0,0.83,0.298,0
9,6,0,59.12,0.734,1,6.69,0.722,1
2,8,0,217.85,0.364,0,2.5,0.662,1
10,7,3,90.74,0.209,1,7.9,0.923,1
0,2,0,18.25,0.009,0,0.48,0.183,0
10,2,2,270.67,0.362,1,6.09,0.863,1
6,4,3,79.15,0.827,1,4.54,0.592,1
8,7,2,124.74,0.123,1,7.24,0.958,1
8,5,0,297.83,0.773,0,4.42,0.906,1
0,2,0,12.75,0.036,0,0.58,0.283,0
5,7,0,196.55,0.724,1,5.7,0.664,1
0,1,0,24.37,0.021,0,0.21,0.274,0
0,2,0,24.85,0.041,0,0.65,0.236,0
0,2,0,35.21,0.001,0,1.26,0.225,0
0,0,0,11.62,0.016,0,0.37,0.228,0
0,0,0,24.89,0.028,0,1.27,0.167,0
1,7,1,225.16,0.57,0,9.97,0.597,1
3,8,2,445.42,0.685,0,5.58,0.627,1
0,1,0,19.35,0.027,0,0.56,0.245,0
8,8,2,498.02,0.616,1,4.47,0.818,1
9,3,2,329.87,0.554,1,4.05,0.71,1
8,3,3,282.02,0.412,1,6.62,0.885,1
0,2,0,15.55,0.027,0,0.55,0.397,0
0,1,0,30.54,0.003,0,1.06,0.215,0
0,0,0,9.6,0.018,0,1.43,0.346,0
5,4,2,207.09,0.272,1,2.16,0.946,1
0,2,0,26.84,0.046,1,0.38,0.285,0
0,2,0,30.54,0.033,0,1.48,0.183,0
3,5,0,122.91,0.11,0,7.48,0.667,1
3,4,0,469.74,0.541,1,6.48,0.522,1
1,1,0,19.76,0.042,0,1.07,0.15,0
8,6,2,119.96,0.774,1,6.79,0.753,1
1,2,1,54.29,0.314,1,5.77,0.789,1
0,0,0,22.95,0.016,0,0.18,0.123,0
0,2,0,38.86,0.044,0,1.02,0.123,0
7,6,3,217.17,0.181,0,5.64,0.989,1
7,3,2,373.04,0.24,1,9.72,0.518,1
2,4,2,83.8,0.678,0,2.63,0.544,1
0,0,0,1.25,0.041,0,0.95,0.174,0
6,2,3,353.68,0.281,1,5.78,0.993,1
0,0,0,33.47,0.03,0,0.22,0.173,0
0,2,0,28.53,0.042,1,0.84,0.249,0
1,7,2,487.97,0.227,0,8.5,0.658,1
0,0,0,37.05,0.047,0,0.86,0.271,0
7,8,1,169.96,0.809,0,5.38,0.989,1
0,0,0,1.15,0.03,0,0.71,0.145,0
0,1,0,21.38,0.02,0,0.76,0.133,0
1,3,2,118.49,0.892,1,7.49,0.726,1
7,3,3,234.0,0.382,1,5.96,0.966,1
10,3,1,464.84,0.662,0,5.8,0.965,1
3,3,3,485.5,0.773,0,2.26,0.671,1
0,2,0,17.53,0.023,0,1.22,0.305,0
5,8,3,247.85,0.537,1,6.0,0.638,1
0,2,0,11.04,0.016,0,0.48,0.2,0
7,6,0,117.04,0.562,1,4.75,0.863,1
0,1,0,1.99,0.012,1,0.76,0.177,0
0,0,0,12.63,0.038,0,1.12,0.364,0
10,5,1,333.34,0.552,1,7.91,0.706,1
0,0,0,7.23,0.044,0,1.37,0.218,0
0,1,0,38.27,0.008,0,0.9,0.297,0
3,2,0,90.04,0.639,1,5.69,0.653,1
4,6,2,244.89,0.793,1,7.35,0.729,1
8,3,2,391.41,0.821,1,3.78,0.942,1
7,3,2,292.9,0.707,1,3.67,0.559,1
0,1,0,4.01,0.045,0,1.4,0.379,0
0,2,0,33.69,0.028,0,0.41,0.377,0
0,1,0,5.69,0.047,0,0.87,0.391,0
7,6,3,257.43,0.107,0,7.36,0.815,1
3,3,3,287.16,0.666,0,5.91,0.955,1
0,0,0,1.43,0.003,0,0.13,0.207,0
0,0,0,26.02,0.039,0,0.62,0.363,0
8,3,2,155.55,0.71,1,8.84,0.785,1
10,8,0,331.5,0.498,0,3.01,0.954,1
0,1,0,35.91,0.007,0,0.85,0.384,0
5,5,1,164.52,0.617,1,8.4,0.906,1
5,4,1,168.11,0.187,0,2.58,0.557,1
0,2,0,27.61,0.014,0,0.35,0.312,0
7,2,3,183.24,0.558,1,5.41,0.858,1
0,1,0,1.8,0.028,0,1.02,0.136,0
0,0,0,37.94,0.041,0,0.71,0.155,0
2,8,2,462.32,0.38,0,6.85,0.67,1
10,6,0,447.72,0.697,1,2.15,0.702,1
3,8,1,231.14,0.772,1,6.93,0.788,1
1,2,1,314.07,0.225,0,8.06,0.635,1
0,0,0,34.57,0.018,0,1.25,0.293,0
0,1,0,4.19,0.007,0,0.57,0.373,0
1,2,0,210.41,0.813,1,2.38,0.912,1
7,7,3,471.75,0.501,0,3.59,0.983,1
0,2,0,5.11,0.02,0,0.71,0.187,0
0,2,0,36.26,0.013,0,0.1,0.322,0
9,5,0,352.95,0.176,0,2.22,0.588,1
0,1,0,12.44,0.032,0,0.83,0.38,0
1,4,3,224.73,0.848,1,2.7,0.827,1
0,2,0,33.77,0.019,0,0.93,0.154,0
10,2,2,458.34,0.865,1,2.31,0.633,1
0,2,0,37.98,0.04,0,1.17,0.314,0
3,5,3,254.07,0.883,1,2.66,0.737,1
8,4,2,408.49,0.551,1,10.0,0.675,1
2,5,3,77.98,0.225,1,4.26,0.581,1
0,0,0,22.75,0.028,0,0.93,0.372,0
2,2,2,472.36,0.8,1,5.11,0.609,1
7,2,1,66.18,0.344,0,8.12,0.929,1
9,7,3,74.27,0.9,0,2.38,0.941,1
0,1,0,31.86,0.014,1,0.74,0.128,0
5,6,2,361.54,0.405,0,8.25,0.747,1
9,7,3,351.8,0.439,1,2.2,0.547,1
7,7,3,226.87,0.608,0,5.96,0.757,1
3,7,2,355.56,0.183,0,4.17,0.819,1
9,7,2,358.58,0.77,0,9.35,0.754,1
0,2,0,22.32,0.023,0,0.32,0.339,0
